student_id,payment_amount,refund_requested,discount_used
S1496,200,0,0
S1497,200,0,0
S1498,300,0,1
S1499,100,0,0
S1500,0,0,0
S1501,100,0,0
S1502,300,0,0
S1503,100,0,0
S1504,300,0,0
S1505,200,0,0
S1506,200,1,0
S1507,300,0,0
S1508,200,0,1
S1509,200,0,0
S1510,200,0,0
S1511,200,0,0
S1512,0,0,0
S1513,0,0,0
S1514,200,0,1
S1515,100,0,0
S1516,300,0,0
S1517,200,0,0
S1518,0,0,0
S1519,300,0,0
S1520,0,0,0
S1521,300,0,1
S1522,0,0,0
S1523,200,0,0
S1524,0,0,0
S1525,0,0,0
S1526,300,0,0
S1527,200,0,0
S1528,0,0,0
S1529,300,0,0
S1530,300,0,0
S1531,300,0,1
S1532,300,0,0
S1533,200,0,0
S1534,200,0,0
S1535,300,0,0
S1536,300,0,0
S1537,200,0,0
S1538,0,0,0
S1539,100,0,0
S1540,100,0,0
S1541,300,0,0
S1542,0,0,0
S1543,0,0,0
S1544,100,0,0
S1545,300,0,0
S1546,0,0,0
S1547,0,0,0
S1548,100,0,0
S1549,300,0,0
S1550,200,0,1
S1551,200,0,0
S1552,300,0,0
S1553,300,0,0
S1554,0,0,0
S1555,0,0,0
S1556,0,0,0
S1557,0,0,0
S1558,100,0,0
S1559,100,0,0
S1560,100,0,1
S1561,0,0,0
S1562,0,0,0
S1563,200,0,0
S1564,100,0,0
S1565,200,0,1
S1566,300,0,1
S1567,0,0,0
S1568,100,0,0
S1569,200,0,0
S1570,100,0,1
S1571,0,0,0
S1572,0,0,0
S1573,300,0,0
S1574,0,0,0
S1575,200,0,1
S1576,100,0,0
S1577,200,0,1
S1578,300,0,1
S1579,100,0,0
S1580,200,1,0
S1581,300,0,0
S1582,100,0,0
S1583,0,0,0
S1584,100,0,1
S1585,300,0,0
S1586,0,0,0
S1587,200,0,0
S1588,0,0,0
S1589,0,0,0
S1590,0,0,0
S1591,300,0,0
S1592,0,0,0
S1593,300,0,0
S1594,300,0,0
S1595,100,0,0
S1596,0,0,0
S1597,100,0,0
S1598,200,0,1
S1599,300,0,1
S1600,100,0,1
S1601,300,0,0
S1602,0,0,0
S1603,300,0,0
S1604,0,0,0
S1605,300,0,0
S1606,100,0,0
S1607,200,0,0
S1608,200,0,0
S1609,100,0,1
S1610,300,0,0
S1611,300,0,1
S1612,100,0,1
S1613,300,0,0
S1614,100,0,1
S1615,300,0,0
S1616,300,0,0
S1617,300,0,0
S1618,300,0,1
S1619,200,0,0
S1620,0,0,0
S1621,300,0,0
S1622,0,0,0
S1623,0,0,0
S1624,300,0,0
S1625,0,0,0
S1626,200,0,0
S1627,100,0,0
S1628,300,0,0
S1629,200,0,0
S1630,0,0,0
S1631,300,0,0
S1632,100,0,0
S1633,0,0,0
S1634,0,0,0
S1635,100,0,0
S1636,300,0,0
S1637,100,0,0
S1638,100,0,1
S1639,200,0,1
S1640,300,0,0
S1641,0,0,0
S1642,200,0,0
S1643,300,0,0
S1644,100,0,0
S1645,200,0,1
S1646,100,0,0
S1647,100,0,0
S1648,100,1,0
S1649,0,0,0
S1650,200,0,0
S1651,100,0,0
S1652,0,0,0
S1653,200,0,0
S1654,300,0,0
S1655,100,0,0
S1656,0,0,0
S1657,0,0,0
S1658,100,0,0
S1659,300,1,1
S1660,200,0,1
S1661,300,0,0
S1662,0,0,0
S1663,200,0,1
S1664,300,0,1
S1665,0,0,0
S1666,0,0,0
S1667,200,0,1
S1668,100,0,0
S1669,0,0,0
S1670,200,0,1
S1671,200,0,0
S1672,300,0,0
S1673,200,0,0
S1674,100,0,1
S1675,100,0,0
S1676,300,0,0
S1677,300,0,1
S1678,300,0,0
S1679,0,0,0
S1680,100,0,0
S1681,200,1,0
S1682,300,0,0
S1683,100,0,0
S1684,200,0,0
S1685,300,0,0
S1686,200,0,1
S1687,0,0,0
S1688,300,0,1
S1689,100,0,0
S1690,0,0,0
S1691,300,0,0
S1692,300,0,0
S1693,300,0,0
S1694,300,0,0
S1695,200,0,1
S1696,0,0,0
S1697,0,0,0
S1698,200,0,0
S1699,0,0,0
S1700,200,0,0
S1701,200,1,1
S1702,100,0,0
S1703,200,0,0
S1704,300,0,0
S1705,0,0,0
S1706,100,0,1
S1707,300,1,1
S1708,100,0,0
S1709,200,0,0
S1710,300,0,1
S1711,300,0,1
S1712,300,0,0
S1713,0,0,0
S1714,200,0,0
S1715,200,0,1
S1716,300,0,1
S1717,200,0,0
S1718,0,0,0
S1719,200,0,0
S1720,100,0,0
S1721,0,0,0
S1722,0,0,0
S1723,300,0,0
S1724,100,0,0
S1725,200,0,0
S1726,300,0,1
S1727,200,0,0
S1728,300,0,0
S1729,100,0,0
S1730,300,0,0
S1731,100,0,0
S1732,300,0,0
S1733,300,0,0
S1734,0,0,0
S1735,0,0,0
S1736,300,0,1
S1737,0,0,0
S1738,0,0,0
S1739,0,0,0
S1740,200,0,1
S1741,0,0,0
S1742,100,0,0
S1743,200,0,1
S1744,0,0,0
S1745,100,0,0
S1746,100,0,0
S1747,100,0,0
S1748,0,0,0
S1749,0,0,0
S1750,200,1,0
S1751,200,0,0
S1752,0,0,0
S1753,100,0,1
S1754,200,0,0
S1755,100,0,0
S1756,300,0,1
S1757,200,0,1
S1758,300,1,0
S1759,300,0,0
S1760,100,1,0
S1761,300,0,0
S1762,200,0,1
S1763,200,0,0
S1764,200,0,1
S1765,100,0,0
S1766,100,0,1
S1767,200,0,0
S1768,200,0,0
S1769,200,1,1
S1770,200,0,0
S1771,0,0,0
S1772,300,0,0
S1773,100,0,0
S1774,200,0,0
S1775,300,0,1
S1776,0,0,0
S1777,300,0,1
S1778,200,0,0
S1779,200,0,0
S1780,300,0,0
S1781,200,0,0
S1782,100,0,0
S1783,0,0,0
S1784,0,0,0
S1785,100,0,1
S1786,300,0,0
S1787,0,0,0
S1788,300,0,0
S1789,200,0,0
S1790,100,0,1
S1791,200,0,0
S1792,0,0,0
S1793,300,0,0
S1794,0,0,0
S1795,200,0,1
S1796,100,0,1
S1797,100,0,0
S1798,300,0,0
S1799,0,0,0
S1800,100,0,1
S1801,300,0,0
S1802,200,0,1
S1803,0,0,0
S1804,100,0,1
S1805,100,0,1
S1806,0,0,0
S1807,0,0,0
S1808,300,0,1
S1809,0,0,0
S1810,200,0,1
S1811,200,0,0
S1812,100,0,1
S1813,200,0,0
S1814,100,0,0
S1815,100,0,0
S1816,0,0,0
S1817,100,0,0
S1818,100,0,0
S1819,0,0,0
S1820,100,0,1
S1821,200,0,0
S1822,100,0,0
S1823,300,0,0
S1824,300,0,1
S1825,300,0,0
S1826,300,0,0
S1827,300,0,0
S1828,200,0,1
S1829,200,0,0
S1830,0,0,0
S1831,300,0,0
S1832,200,0,1
S1833,200,0,0
S1834,200,0,1
S1835,0,0,0
S1836,100,0,1
S1837,100,0,1
S1838,200,0,0
S1839,300,0,0
S1840,100,0,0
S1841,100,0,0
S1842,0,0,0
S1843,200,0,0
S1844,200,0,0
S1845,0,0,0
S1846,200,0,1
S1847,100,0,0
S1848,0,0,0
S1849,200,0,0
S1850,300,0,1
S1851,300,0,0
S1852,0,0,0
S1853,300,0,0
S1854,0,0,0
S1855,100,0,0
S1856,100,1,0
S1857,100,0,0
S1858,300,0,0
S1859,0,0,0
S1860,200,0,0
S1861,0,0,0
S1862,100,0,0
S1863,200,0,0
S1864,300,0,1
S1865,300,0,0
S1866,100,1,0
S1867,0,0,0
S1868,200,0,0
S1869,0,0,0
S1870,300,0,0
S1871,300,0,0
S1872,0,0,0
S1873,300,0,0
S1874,100,0,1
S1875,100,0,1
S1876,100,0,1
S1877,100,0,1
S1878,0,0,0
S1879,100,1,1
S1880,0,0,0
S1881,0,0,0
S1882,300,0,0
S1883,100,0,1
S1884,0,0,0
S1885,0,0,0
S1886,0,0,0
S1887,200,0,0
S1888,300,0,1
S1889,200,0,1
S1890,100,0,0
S1891,100,0,1
S1892,300,0,0
S1893,300,0,0
S1894,300,0,0
S1895,0,0,0
S1896,100,0,0
S1897,100,0,0
S1898,200,0,1
S1899,100,0,1
S1900,300,0,0
S1901,200,0,0
S1902,0,0,0
S1903,100,0,1
S1904,300,0,0
S1905,100,0,1
S1906,300,0,0
S1907,0,0,0
S1908,200,0,1
S1909,300,0,0
S1910,100,0,0
S1911,0,0,0
S1912,200,0,0
S1913,300,0,0
S1914,200,0,0
S1915,0,0,0
S1916,300,0,0
S1917,100,0,0
S1918,100,1,0
S1919,100,0,1
S1920,0,0,0
S1921,0,0,0
S1922,100,0,1
S1923,300,0,1
S1924,0,0,0
S1925,0,0,0
S1926,100,0,0
S1927,300,0,0
S1928,300,0,0
S1929,300,0,0
S1930,0,0,0
S1931,200,0,0
S1932,200,0,1
S1933,200,0,1
S1934,0,0,0
S1935,100,0,0
S1936,200,1,0
S1937,300,0,0
S1938,100,0,1
S1939,0,0,0
S1940,300,0,0
S1941,200,0,0
S1942,300,0,0
S1943,300,0,1
S1944,0,0,0
S1945,100,0,0
S1946,300,0,1
S1947,0,0,0
S1948,300,0,0
S1949,100,0,1
S1950,300,0,1
S1951,0,0,0
S1952,200,0,0
S1953,0,0,0
S1954,200,0,1
S1955,100,0,0
S1956,300,0,0
S1957,0,0,0
S1958,0,0,0
S1959,100,0,0
S1960,100,0,0
S1961,300,0,0
S1962,200,0,1
S1963,300,1,0
S1964,200,0,1
S1965,200,0,0
S1966,200,0,0
S1967,200,0,0
S1968,0,0,0
S1969,100,0,0
S1970,200,0,0
S1971,0,0,0
S1972,200,0,0
S1973,0,0,0
S1974,100,0,0
S1975,300,0,1
S1976,0,0,0
S1977,200,0,0
S1978,300,0,1
S1979,100,0,1
S1980,200,0,0
S1981,0,0,0
S1982,300,0,0
S1983,0,0,0
S1984,0,0,0
S1985,200,0,1
S1986,0,0,0
S1987,0,0,0
S1988,100,0,0
S1989,100,0,0
S1990,100,0,1
S1991,0,0,0
S1992,300,0,1
S1993,0,0,0
S1994,300,0,0
S1995,100,0,0
S1996,200,0,0
S1997,100,0,1
S1998,100,0,0
S1999,200,0,0
S2000,300,0,1
S2001,100,0,0
S2002,300,0,1
S2003,100,0,0
S2004,300,0,1
S2005,200,0,0
S2006,100,0,1
S2007,100,0,0
S2008,0,0,0
S2009,100,0,0
S2010,300,0,1
S2011,100,0,0
S2012,300,0,1
S2013,300,0,1
S2014,300,0,1
S2015,100,0,0
S2016,100,0,0
S2017,100,0,1
S2018,100,0,0
S2019,200,0,0
S2020,100,0,0
S2021,100,0,0
S2022,300,0,1
S2023,100,0,0
S2024,300,0,0
S2025,0,0,0
S2026,300,0,1
S2027,300,0,0
S2028,0,0,0
S2029,100,0,0
S2030,100,0,0
S2031,0,0,0
S2032,200,0,1
S2033,100,0,0
S2034,300,0,0
S2035,0,0,0
S2036,0,0,0
S2037,100,0,1
S2038,300,0,0
S2039,0,0,0
S2040,200,0,0
S2041,300,0,0
S2042,200,0,0
S2043,0,0,0
S2044,300,0,1
S2045,300,0,0
S2046,0,0,0
S2047,100,0,0
S2048,100,0,0
S2049,200,0,0
S2050,200,0,0
S2051,0,0,0
S2052,100,0,0
S2053,300,0,1
S2054,200,0,0
S2055,200,0,0
S2056,100,0,0
S2057,300,0,0
S2058,300,0,1
S2059,0,0,0
S2060,300,0,0
S2061,200,0,1
S2062,100,0,0
S2063,300,0,0
S2064,200,0,1
S2065,200,0,0
S2066,300,0,0
S2067,300,0,0
S2068,300,0,1
S2069,0,0,0
S2070,300,0,0
S2071,0,0,0
S2072,0,0,0
S2073,200,0,0
S2074,200,0,1
S2075,200,0,0
S2076,0,0,0
S2077,100,0,0
S2078,300,0,0
S2079,0,0,0
S2080,300,0,0
S2081,300,0,0
S2082,200,0,1
S2083,300,0,0
S2084,100,0,0
S2085,300,0,0
S2086,300,0,1
S2087,300,0,0
S2088,0,0,0
S2089,0,0,0
S2090,0,0,0
S2091,100,0,0
S2092,100,0,1
S2093,0,0,0
S2094,100,0,0
S2095,300,0,0
S2096,300,0,0
S2097,0,0,0
S2098,300,0,0
S2099,100,0,0
S2100,100,0,1
S2101,300,0,0
S2102,0,0,0
S2103,200,0,0
S2104,100,0,0
S2105,200,0,0
S2106,0,0,0
S2107,0,0,0
S2108,0,0,0
S2109,0,0,0
S2110,100,0,0
S2111,200,0,1
S2112,300,0,0
S2113,0,0,0
S2114,300,0,0
S2115,0,0,0
S2116,300,0,0
S2117,300,0,0
S2118,200,0,0
S2119,300,0,0
S2120,200,0,1
S2121,200,0,0
S2122,300,0,1
S2123,200,0,0
S2124,0,0,0
S2125,100,0,0
S2126,200,0,0
S2127,200,0,1
S2128,300,0,1
S2129,200,0,0
S2130,100,0,0
S2131,100,0,0
S2132,0,0,0
S2133,200,0,0
S2134,300,1,0
S2135,100,0,0
S2136,100,0,1
S2137,100,0,1
S2138,300,0,0
S2139,200,0,0
S2140,100,1,0
S2141,200,0,0
S2142,0,0,0
S2143,300,0,0
S2144,0,0,0
S2145,200,0,1
S2146,300,0,0
S2147,200,0,1
S2148,0,0,0
S2149,100,0,0
S2150,100,0,1
S2151,300,0,0
S2152,300,0,1
S2153,100,0,0
S2154,0,0,0
S2155,0,0,0
S2156,0,0,0
S2157,200,0,0
S2158,100,0,1
S2159,200,1,0
S2160,300,0,0
S2161,100,0,1
S2162,100,0,0
S2163,200,0,1
S2164,300,0,0
S2165,300,0,1
S2166,300,0,0
S2167,100,0,0
S2168,0,0,0
S2169,100,0,1
S2170,0,0,0
S2171,300,0,0
S2172,300,0,0
S2173,0,0,0
S2174,200,0,0
S2175,0,0,0
S2176,300,0,0
S2177,200,0,0
S2178,200,0,0
S2179,200,0,1
S2180,0,0,0
S2181,100,1,1
S2182,100,0,1
S2183,100,0,0
S2184,300,0,0
S2185,100,0,0
S2186,0,0,0
S2187,0,0,0
S2188,300,0,0
S2189,0,0,0
S2190,200,0,1
S2191,200,0,0
S2192,0,0,0
S2193,300,0,1
S2194,200,0,0
S2195,200,0,0
S2196,100,0,0
S2197,200,0,0
S2198,200,0,0
S2199,100,0,1
S2200,200,0,1
S2201,300,0,1
S2202,0,0,0
S2203,0,0,0
S2204,300,1,0
S2205,0,0,0
S2206,0,0,0
S2207,100,0,1
S2208,200,0,0
S2209,300,0,1
S2210,100,0,1
S2211,0,0,0
S2212,100,0,0
S2213,200,0,0
S2214,300,0,1
S2215,0,0,0
S2216,100,0,0
S2217,300,0,0
S2218,0,0,0
S2219,300,0,1
S2220,200,0,1
S2221,100,0,0
S2222,100,0,0
S2223,200,0,0
S2224,0,0,0
S2225,0,0,0
S2226,300,0,0
S2227,0,0,0
S2228,100,0,0
S2229,200,0,0
S2230,0,0,0
S2231,200,0,1
S2232,300,0,0
S2233,0,0,0
S2234,100,0,0
S2235,200,1,0
S2236,200,0,1
S2237,200,0,0
S2238,0,0,0
S2239,0,0,0
S2240,100,0,0
S2241,200,0,0
S2242,300,0,1
S2243,100,0,0
S2244,300,0,0
S2245,300,0,0
S2246,0,0,0
S2247,200,0,0
S2248,300,0,1
S2249,100,0,1
S2250,0,0,0
S2251,100,0,0
S2252,300,0,0
S2253,100,0,0
S2254,0,0,0
S2255,200,0,0
S2256,200,0,0
S2257,100,0,0
S2258,100,0,0
S2259,200,0,1
S2260,200,0,0
S2261,200,0,0
S2262,0,0,0
S2263,100,0,0
S2264,200,0,0
S2265,100,1,1
S2266,100,0,0
S2267,200,0,1
S2268,100,0,0
S2269,300,0,0
S2270,300,0,0
S2271,300,1,1
S2272,100,0,1
S2273,300,0,1
S2274,100,0,0
S2275,0,0,0
S2276,100,0,0
S2277,100,0,1
S2278,200,0,0
S2279,100,1,0
S2280,0,0,0
S2281,100,0,0
S2282,0,0,0
S2283,200,0,1
S2284,300,0,1
S2285,0,0,0
S2286,300,0,1
S2287,300,0,0
S2288,0,0,0
S2289,300,0,0
S2290,0,0,0
S2291,300,0,0
S2292,0,0,0
S2293,100,0,0
S2294,100,0,0
S2295,200,0,1
S2296,200,0,1
S2297,300,0,1
S2298,300,0,1
S2299,300,0,0
S2300,100,0,0
S2301,300,0,1
S2302,300,0,0
S2303,100,0,1
S2304,0,0,0
S2305,100,0,0
S2306,0,0,0
S2307,300,0,0
S2308,0,0,0
S2309,0,0,0
S2310,200,0,0
S2311,200,0,0
S2312,0,0,0
S2313,200,0,0
S2314,200,0,1
S2315,100,1,1
S2316,300,0,0
S2317,300,0,1
S2318,0,0,0
S2319,300,1,1
S2320,100,0,0
S2321,300,0,1
S2322,0,0,0
S2323,200,0,0
S2324,300,0,0
S2325,100,0,0
S2326,100,1,0
S2327,200,0,1
S2328,300,0,1
S2329,300,0,0
S2330,100,0,0
S2331,300,0,1
S2332,300,0,0
S2333,200,1,0
S2334,300,0,0
S2335,200,0,0
S2336,0,0,0
S2337,300,0,0
S2338,0,0,0
S2339,300,0,1
S2340,100,0,0
S2341,100,0,0
S2342,0,0,0
S2343,300,0,0
S2344,200,0,0
S2345,200,0,0
S2346,0,0,0
S2347,0,0,0
S2348,200,1,0
S2349,200,0,1
S2350,0,0,0
S2351,300,0,1
S2352,300,0,0
S2353,100,0,0
S2354,200,0,0
S2355,100,0,1
S2356,100,0,0
S2357,200,0,0
S2358,300,0,0
S2359,300,0,0
S2360,300,1,0
S2361,0,0,0
S2362,0,0,0
S2363,200,0,0
S2364,200,0,0
S2365,200,0,1
S2366,100,0,0
S2367,0,0,0
S2368,0,0,0
S2369,300,0,1
S2370,100,0,1
S2371,200,0,0
S2372,0,0,0
S2373,0,0,0
S2374,100,0,0
S2375,0,0,0
S2376,100,0,0
S2377,200,0,0
S2378,0,0,0
S2379,300,0,0
S2380,300,0,1
S2381,0,0,0
S2382,200,0,1
S2383,300,0,1
S2384,100,1,0
S2385,200,0,0
S2386,300,1,1
S2387,100,0,0
S2388,100,0,0
S2389,200,0,0
S2390,0,0,0
S2391,100,0,1
S2392,200,0,0
S2393,100,0,1
S2394,0,0,0
S2395,300,0,1
S2396,100,0,0
S2397,300,0,0
S2398,0,0,0
S2399,100,0,0
S2400,0,0,0
S2401,300,0,1
S2402,200,0,1
S2403,100,0,0
S2404,300,0,1
S2405,100,0,0
S2406,0,0,0
S2407,0,0,0
S2408,200,1,1
S2409,0,0,0
S2410,0,0,0
S2411,200,0,1
S2412,300,0,0
S2413,200,0,1
S2414,0,0,0
S2415,200,0,1
S2416,200,0,0
S2417,100,0,0
S2418,200,0,0
S2419,0,0,0
S2420,0,0,0
S2421,100,0,0
S2422,200,0,1
S2423,200,0,0
S2424,300,0,0
S2425,200,0,0
S2426,0,0,0
S2427,0,0,0
S2428,200,0,0
S2429,100,0,0
S2430,100,0,0
S2431,100,0,0
S2432,300,0,0
S2433,100,0,1
S2434,200,0,1
S2435,100,0,1
S2436,100,0,0
S2437,0,0,0
S2438,100,0,0
S2439,0,0,0
S2440,0,0,0
S2441,0,0,0
S2442,100,0,1
S2443,100,0,1
S2444,200,0,0
S2445,200,0,0
S2446,100,0,0
S2447,0,0,0
S2448,0,0,0
S2449,200,0,0
S2450,200,0,1
S2451,300,0,1
S2452,300,0,0
S2453,100,0,0
S2454,300,0,0
S2455,300,1,0
S2456,200,1,0
S2457,0,0,0
S2458,100,0,0
S2459,0,0,0
S2460,0,0,0
S2461,100,0,0
S2462,200,0,0
S2463,200,0,0
S2464,0,0,0
S2465,100,0,0
S2466,0,0,0
S2467,0,0,0
S2468,300,0,0
S2469,200,0,0
S2470,100,0,1
S2471,200,0,0
S2472,200,0,0
S2473,0,0,0
S2474,100,0,0
S2475,100,0,0
S2476,200,0,1
S2477,0,0,0
S2478,200,0,0
S2479,300,0,0
S2480,300,0,1
S2481,0,0,0
S2482,300,1,0
S2483,300,0,1
S2484,300,0,1
S2485,100,1,1
S2486,200,0,0
S2487,100,0,1
S2488,300,0,0
S2489,300,0,0
S2490,200,0,1
S2491,0,0,0
S2492,100,0,1
S2493,200,0,1
S2494,0,0,0
S2495,100,0,0
S2496,100,0,0
S2497,100,0,0
S2498,0,0,0
S2499,0,0,0
S2500,100,0,0
S2501,200,0,1
S2502,100,0,1
S2503,100,0,0
S2504,0,0,0
S2505,200,0,0
S2506,300,0,1
S2507,100,1,0
S2508,0,0,0
S2509,100,0,0
S2510,0,0,0
S2511,300,0,1
S2512,100,0,0
S2513,0,0,0
S2514,200,0,0
S2515,100,0,0
S2516,200,0,1
S2517,100,0,1
S2518,300,0,0
S2519,100,0,1
S2520,100,0,1
S2521,100,0,0
S2522,200,0,0
S2523,200,0,0
S2524,0,0,0
S2525,300,0,0
S2526,0,0,0
S2527,100,0,0
S2528,0,0,0
S2529,200,0,0
S2530,0,0,0
S2531,0,0,0
S2532,100,0,1
S2533,0,0,0
S2534,300,0,1
S2535,100,0,0
S2536,200,1,0
S2537,100,0,1
S2538,0,0,0
S2539,0,0,0
S2540,200,0,0
S2541,200,0,0
S2542,200,0,0
S2543,100,0,0
S2544,100,0,1
S2545,100,0,1
S2546,200,0,1
S2547,0,0,0
S2548,300,0,0
S2549,0,0,0
S2550,300,0,1
S2551,300,0,0
S2552,300,0,0
S2553,0,0,0
S2554,0,0,0
S2555,200,0,0
S2556,200,0,1
S2557,100,0,1
S2558,100,0,1
S2559,100,0,1
S2560,200,0,0
S2561,0,0,0
S2562,100,0,0
S2563,300,0,1
S2564,0,0,0
S2565,100,0,0
S2566,100,0,0
S2567,100,0,0
S2568,200,0,1
S2569,100,0,0
S2570,100,0,0
S2571,0,0,0
S2572,100,0,0
S2573,300,0,0
S2574,300,0,0
S2575,100,0,1
S2576,100,0,0
S2577,200,0,0
S2578,300,0,0
S2579,0,0,0
S2580,0,0,0
S2581,0,0,0
S2582,100,0,0
S2583,100,0,0
S2584,0,0,0
S2585,0,0,0
S2586,0,0,0
S2587,0,0,0
S2588,300,0,0
S2589,100,0,1
S2590,200,0,1
S2591,300,0,0
S2592,0,0,0
S2593,200,0,0
S2594,200,0,1
S2595,0,0,0
S2596,0,0,0
S2597,200,0,0
S2598,0,0,0
S2599,300,0,0
S2600,0,0,0
S2601,0,0,0
S2602,0,0,0
S2603,0,0,0
S2604,300,0,0
S2605,300,0,1
S2606,100,1,0
S2607,100,0,1
S2608,200,0,0
S2609,100,0,0
S2610,300,0,0
S2611,100,0,1
S2612,300,0,1
S2613,100,0,0
S2614,200,0,0
S2615,300,1,0
S2616,100,0,0
S2617,100,0,0
S2618,100,0,1
S2619,200,0,1
S2620,300,0,1
S2621,100,1,0
S2622,0,0,0
S2623,100,0,0
S2624,100,0,0
S2625,0,0,0
S2626,0,0,0
S2627,200,0,1
S2628,0,0,0
S2629,0,0,0
S2630,300,0,0
S2631,0,0,0
S2632,100,0,0
S2633,100,0,0
S2634,300,0,0
S2635,300,0,0
S2636,100,0,0
S2637,100,0,0
S2638,300,0,1
S2639,200,0,1
S2640,300,0,1
S2641,200,0,1
S2642,200,0,0
S2643,200,0,0
S2644,200,0,1
S2645,200,0,0
S2646,200,0,0
S2647,0,0,0
S2648,300,0,1
S2649,200,0,1
S2650,100,0,1
S2651,100,0,0
S2652,300,0,0
S2653,200,0,1
S2654,100,1,0
S2655,300,0,0
S2656,200,0,0
S2657,100,0,1
S2658,0,0,0
S2659,300,0,1
S2660,100,0,0
S2661,100,0,0
S2662,300,0,0
S2663,100,0,0
S2664,200,1,1
S2665,300,0,0
S2666,0,0,0
S2667,0,0,0
S2668,100,0,1
S2669,200,1,0
S2670,100,0,1
S2671,100,0,0
S2672,100,1,0
S2673,0,0,0
S2674,300,0,0
S2675,300,0,0
S2676,100,0,0
S2677,300,0,0
S2678,300,0,0
S2679,200,0,1
S2680,200,0,1
S2681,100,0,1
S2682,200,0,0
S2683,200,0,1
S2684,100,0,0
S2685,300,0,0
S2686,100,0,1
S2687,300,0,1
S2688,0,0,0
S2689,0,0,0
S2690,200,0,1
S2691,200,0,0
S2692,200,0,1
S2693,0,0,0
S2694,100,0,0
S2695,200,0,1
S2696,300,0,0
S2697,300,0,0
S2698,200,0,0
S2699,200,0,0
S2700,0,0,0
S2701,100,0,0
S2702,300,0,0
S2703,100,0,0
S2704,300,0,0
S2705,200,0,1
S2706,200,0,0
S2707,200,0,0
S2708,200,0,1
S2709,0,0,0
S2710,100,0,0
S2711,100,0,0
S2712,200,0,0
S2713,300,0,0
S2714,300,0,0
S2715,300,0,1
S2716,0,0,0
S2717,100,0,0
S2718,200,0,0
S2719,300,0,1
S2720,200,0,0
S2721,300,0,0
S2722,300,0,1
S2723,200,0,1
S2724,100,0,0
S2725,0,0,0
S2726,0,0,0
S2727,0,0,0
S2728,100,0,0
S2729,200,1,1
S2730,300,0,0
S2731,0,0,0
S2732,300,0,1
S2733,300,0,0
S2734,0,0,0
S2735,0,0,0
S2736,300,0,1
S2737,200,0,0
S2738,200,0,0
S2739,300,0,0
S2740,100,0,0
S2741,0,0,0
S2742,0,0,0
S2743,0,0,0
S2744,0,0,0
S2745,300,0,1
S2746,0,0,0
S2747,0,0,0
S2748,0,0,0
S2749,300,0,0
S2750,200,0,0
S2751,0,0,0
S2752,200,0,1
S2753,0,0,0
S2754,200,0,0
S2755,300,0,1
S2756,100,0,0
S2757,100,0,0
S2758,200,0,1
S2759,300,0,1
S2760,200,0,0
S2761,300,1,0
S2762,300,0,1
S2763,300,0,1
S2764,200,0,1
S2765,300,0,0
S2766,0,0,0
S2767,0,0,0
S2768,100,0,0
S2769,100,0,0
S2770,300,0,0
S2771,0,0,0
S2772,300,0,0
S2773,100,1,1
S2774,0,0,0
S2775,200,0,0
S2776,300,0,0
S2777,200,0,0
S2778,100,0,0
S2779,0,0,0
S2780,0,0,0
S2781,200,0,1
S2782,200,0,0
S2783,200,0,0
S2784,300,0,1
S2785,100,0,0
S2786,0,0,0
S2787,300,0,0
S2788,200,0,0
S2789,200,0,1
S2790,100,1,0
S2791,100,0,1
S2792,0,0,0
S2793,100,0,1
S2794,300,0,0
S2795,300,0,0
S2796,200,0,0
S2797,300,0,1
S2798,200,0,0
S2799,100,0,0
S2800,100,0,0
S2801,100,0,1
S2802,100,0,0
S2803,0,0,0
S2804,0,0,0
S2805,100,0,0
S2806,0,0,0
S2807,200,0,0
S2808,0,0,0
S2809,0,0,0
S2810,200,0,1
S2811,300,0,1
S2812,300,0,0
S2813,200,0,0
S2814,300,0,0
S2815,300,0,0
S2816,100,0,1
S2817,200,0,0
S2818,0,0,0
S2819,100,0,1
S2820,100,0,0
S2821,100,0,0
S2822,300,0,0
S2823,100,0,1
S2824,100,0,1
S2825,100,0,0
S2826,200,0,1
S2827,0,0,0
S2828,200,0,0
S2829,0,0,0
S2830,300,0,1
S2831,100,0,0
S2832,200,1,0
S2833,200,0,1
S2834,100,0,0
S2835,200,0,0
S2836,200,0,0
S2837,300,0,0
S2838,0,0,0
S2839,0,0,0
S2840,300,0,1
S2841,200,0,0
S2842,300,0,1
S2843,0,0,0
S2844,200,0,0
S2845,300,1,0
S2846,300,0,0
S2847,300,0,0
S2848,0,0,0
S2849,200,0,1
S2850,200,0,0
S2851,0,0,0
S2852,100,0,0
S2853,200,0,0
S2854,300,0,0
S2855,300,0,1
S2856,300,0,0
S2857,0,0,0
S2858,0,0,0
S2859,100,0,1
S2860,200,0,0
S2861,300,1,0
S2862,100,0,1
S2863,0,0,0
S2864,200,0,1
S2865,200,0,0
S2866,100,0,0
S2867,200,0,0
S2868,0,0,0
S2869,100,1,0
S2870,100,0,0
S2871,300,0,0
S2872,0,0,0
S2873,100,0,0
S2874,300,0,0
S2875,100,0,1
S2876,100,0,1
S2877,100,0,0
S2878,100,0,0
S2879,200,0,0
S2880,200,0,0
S2881,100,0,0
S2882,100,0,1
S2883,300,0,0
S2884,0,0,0
S2885,200,0,0
S2886,300,0,0
S2887,300,0,1
S2888,0,0,0
S2889,200,0,0
S2890,300,0,0
S2891,300,0,0
S2892,300,0,0
