student_id,videos_watched,quizzes_attempted,assignments_submitted,forum_posts,progress_percent,notes_downloaded
S2294,100,30,8,0,61,12
S2295,96,29,15,9,60,18
S2296,15,36,5,23,83,3
S2297,27,12,2,18,12,13
S2298,113,31,5,7,81,7
S2299,9,12,10,5,16,18
S2300,14,38,15,24,86,18
S2301,47,17,6,4,40,18
S2302,4,40,0,25,17,20
S2303,72,15,3,21,72,7
S2304,122,8,11,5,28,9
S2305,77,2,7,19,45,14
S2306,116,3,5,10,43,1
S2307,122,39,15,12,9,17
S2308,33,9,10,6,68,18
S2309,18,29,5,1,35,16
S2310,96,30,2,8,84,20
S2311,12,21,3,20,74,3
S2312,108,20,13,2,42,5
S2313,61,39,2,0,64,4
S2314,89,24,5,6,33,15
S2315,131,7,6,16,14,14
S2316,100,8,8,25,97,3
S2317,24,18,0,18,10,20
S2318,86,15,15,24,65,10
S2319,108,34,15,21,55,14
S2320,70,5,10,4,96,19
S2321,147,35,12,25,71,0
S2322,117,25,2,15,11,20
S2323,12,2,5,21,59,2
S2324,52,27,7,23,73,5
S2325,22,1,1,11,91,20
S2326,48,32,7,0,48,16
S2327,99,16,11,14,68,12
S2328,75,35,10,15,12,16
S2329,61,27,13,25,9,13
S2330,4,37,6,24,31,17
S2331,132,13,12,12,60,17
S2332,32,31,7,2,72,16
S2333,10,0,2,22,49,15
S2334,149,24,5,23,61,11
S2335,32,20,10,15,95,4
S2336,103,39,12,20,55,5
S2337,99,22,10,17,59,17
S2338,92,33,15,1,36,18
S2339,0,2,12,13,41,14
S2340,147,30,2,1,8,12
S2341,72,40,7,3,30,13
S2342,73,18,8,12,100,7
S2343,73,26,8,11,1,2
S2344,129,25,0,15,67,9
S2345,35,36,6,20,62,11
S2346,49,23,10,22,88,15
S2347,122,30,7,25,76,17
S2348,137,38,3,17,65,13
S2349,37,36,5,11,6,9
S2350,29,32,8,23,35,10
S2351,0,12,3,3,98,3
S2352,129,39,10,4,17,15
S2353,93,8,12,5,4,5
S2354,3,3,2,13,91,6
S2355,139,39,2,3,39,12
S2356,130,10,13,22,82,0
S2357,96,34,1,22,62,19
S2358,23,15,11,2,5,10
S2359,81,8,6,14,41,5
S2360,60,4,2,22,97,9
S2361,133,16,4,15,16,0
S2362,68,33,5,22,43,16
S2363,101,19,0,0,68,16
S2364,40,10,12,11,53,7
S2365,92,17,4,4,45,12
S2366,32,23,1,8,8,7
S2367,95,33,12,13,13,17
S2368,45,7,7,9,51,5
S2369,139,39,7,19,92,11
S2370,87,4,2,9,23,8
S2371,132,30,9,22,18,10
S2372,69,21,0,25,14,19
S2373,117,18,5,19,64,18
S2374,47,7,9,11,14,11
S2375,63,19,3,20,24,1
S2376,100,35,0,10,28,6
S2377,84,29,13,16,52,13
S2378,42,32,7,17,38,3
S2379,82,28,3,8,68,2
S2380,29,5,12,5,30,0
S2381,96,24,0,24,68,19
S2382,147,38,9,6,79,10
S2383,143,21,14,22,88,15
S2384,75,0,3,21,61,10
S2385,119,33,10,1,88,20
S2386,71,1,14,0,42,19
S2387,37,12,0,1,49,10
S2388,93,17,14,21,69,5
S2389,66,12,10,18,26,6
S2390,102,12,1,2,14,8
S2391,57,0,1,3,63,2
S2392,78,30,7,14,65,1
S2393,84,4,0,16,58,15
S2394,72,20,2,12,12,11
S2395,79,9,11,23,77,20
S2396,132,18,14,24,8,20
S2397,100,16,5,20,64,3
S2398,40,26,1,10,63,6
S2399,116,9,1,18,0,4
S2400,119,39,7,20,80,13
S2401,61,4,13,10,36,10
S2402,114,13,4,6,55,0
S2403,37,33,6,0,74,18
S2404,93,34,5,12,9,7
S2405,52,13,0,5,69,1
S2406,113,34,4,20,6,6
S2407,81,12,8,15,18,7
S2408,124,36,8,24,48,11
S2409,18,23,5,25,8,19
S2410,75,5,5,20,29,19
S2411,112,4,2,5,48,20
S2412,101,37,10,0,63,13
S2413,21,12,9,13,57,17
S2414,38,21,15,12,4,7
S2415,135,7,12,10,55,10
S2416,117,29,0,17,97,14
S2417,143,30,7,17,24,14
S2418,121,32,5,3,100,3
S2419,72,18,13,25,39,11
S2420,93,39,2,25,64,7
S2421,127,34,13,16,25,7
S2422,52,1,0,18,65,4
S2423,121,30,5,3,67,11
S2424,92,28,7,13,56,11
S2425,140,10,9,1,6,10
S2426,115,1,12,10,51,7
S2427,73,40,1,21,12,13
S2428,60,4,0,17,24,17
S2429,43,2,15,23,47,3
S2430,82,16,10,20,71,16
S2431,67,12,14,2,47,13
S2432,142,9,0,9,54,20
S2433,130,2,14,25,84,16
S2434,65,4,4,11,100,19
S2435,93,30,10,17,84,6
S2436,120,29,5,24,84,6
S2437,78,21,8,14,52,14
S2438,60,14,8,1,24,13
S2439,59,5,3,23,39,12
S2440,107,5,5,6,68,20
S2441,141,14,15,1,38,8
S2442,11,28,14,25,33,1
S2443,28,24,9,9,91,6
S2444,138,40,13,14,89,7
S2445,128,4,12,4,78,10
S2446,44,3,0,9,35,12
S2447,50,20,7,4,28,15
S2448,103,15,6,0,50,10
S2449,63,15,13,11,43,13
S2450,104,30,13,25,8,17
S2451,53,3,4,25,38,17
S2452,129,16,3,0,28,13
S2453,63,37,12,11,41,6
S2454,129,4,15,0,62,13
S2455,113,9,0,25,30,5
S2456,138,32,11,7,8,6
S2457,23,26,0,12,18,11
S2458,85,35,12,23,79,11
S2459,149,35,9,19,5,2
S2460,112,4,9,15,86,3
S2461,34,37,15,19,11,4
S2462,132,33,4,4,41,6
S2463,83,14,8,14,93,14
S2464,93,3,15,3,37,3
S2465,71,9,9,24,48,9
S2466,108,21,1,4,61,19
S2467,25,14,12,3,16,14
S2468,22,7,13,15,3,4
S2469,94,16,11,22,68,10
S2470,103,28,6,0,78,16
S2471,135,23,2,10,30,2
S2472,29,29,14,23,47,0
S2473,129,40,0,0,61,1
S2474,132,17,14,10,5,13
S2475,29,1,0,21,77,9
S2476,58,23,9,17,63,2
S2477,142,15,11,4,19,5
S2478,128,34,3,11,34,16
S2479,100,1,15,18,47,15
S2480,147,1,6,7,47,8
S2481,79,39,2,25,54,9
S2482,16,2,11,10,40,8
S2483,145,5,9,12,25,4
S2484,74,29,5,4,23,9
S2485,51,15,12,23,2,8
S2486,8,20,13,2,64,2
S2487,37,39,10,14,91,4
S2488,47,24,6,14,76,2
S2489,60,1,14,22,73,3
S2490,62,39,4,0,82,17
S2491,144,21,0,0,86,6
S2492,150,24,0,15,14,1
S2493,66,9,4,12,30,15
S2494,13,32,11,4,78,16
S2495,128,15,12,19,73,14
S2496,14,40,4,2,77,19
S2497,93,14,11,9,18,16
S2498,128,2,12,0,72,5
S2499,53,8,12,3,49,11
S2500,105,36,14,12,71,19
S2501,42,38,2,24,92,11
S2502,129,39,8,21,70,0
S2503,81,34,3,11,10,0
S2504,46,30,10,15,27,3
S2505,105,3,4,10,18,20
S2506,125,21,2,4,5,13
S2507,114,7,9,17,69,7
S2508,52,9,12,0,76,19
S2509,27,10,2,24,57,8
S2510,77,36,9,15,15,7
S2511,22,14,0,18,41,15
S2512,85,2,5,21,56,15
S2513,5,39,3,10,68,10
S2514,129,15,12,22,48,14
S2515,74,23,5,20,54,18
S2516,45,5,1,10,17,16
S2517,71,25,14,15,95,15
S2518,143,18,15,8,32,14
S2519,40,34,14,0,61,11
S2520,26,30,15,4,59,14
S2521,104,32,2,10,46,19
S2522,94,0,15,19,52,0
S2523,85,6,2,7,59,1
S2524,11,35,4,19,82,2
S2525,93,6,8,20,72,0
S2526,132,26,5,14,36,12
S2527,74,11,4,7,1,8
S2528,117,9,8,19,12,17
S2529,97,37,6,11,93,19
S2530,13,14,2,24,47,17
S2531,109,27,3,11,57,16
S2532,63,36,12,23,23,4
S2533,139,7,11,20,2,19
S2534,47,25,8,7,12,10
S2535,43,11,7,14,80,20
S2536,136,38,13,0,9,11
S2537,79,3,2,21,30,8
S2538,120,14,5,0,6,6
S2539,53,30,9,0,17,19
S2540,9,31,9,1,40,5
S2541,126,39,9,11,93,9
S2542,23,16,11,16,53,15
S2543,113,40,11,25,95,20
S2544,41,22,0,2,97,12
S2545,62,33,14,18,89,16
S2546,131,2,3,8,23,2
S2547,53,15,5,14,13,16
S2548,112,29,15,10,100,9
S2549,118,16,14,21,26,5
S2550,116,18,14,20,80,13
S2551,17,40,1,21,5,4
S2552,55,31,7,8,51,19
S2553,99,23,12,25,73,18
S2554,146,1,11,21,88,18
S2555,124,38,2,9,90,6
S2556,144,27,9,19,78,17
S2557,69,20,1,1,28,1
S2558,90,35,0,7,96,0
S2559,24,2,12,19,85,18
S2560,90,23,7,10,15,15
S2561,122,11,11,15,62,13
S2562,68,5,13,9,85,12
S2563,50,26,4,11,25,17
S2564,39,23,1,5,26,13
S2565,46,4,3,19,48,1
S2566,115,6,12,11,29,20
S2567,96,8,15,10,2,2
S2568,9,24,15,23,95,4
S2569,84,26,0,1,61,9
S2570,20,21,5,24,97,16
S2571,29,35,9,12,39,16
S2572,44,9,5,25,58,19
S2573,29,13,13,15,89,4
S2574,100,24,2,6,77,18
S2575,8,16,15,8,69,3
S2576,96,31,0,19,29,17
S2577,68,7,6,6,6,3
S2578,133,16,9,6,12,2
S2579,27,10,15,19,97,15
S2580,47,3,2,12,26,3
S2581,7,12,13,5,72,3
S2582,129,16,3,5,65,13
S2583,61,10,1,10,7,6
S2584,45,14,13,18,65,0
S2585,10,3,10,0,41,0
S2586,97,8,6,22,23,19
S2587,47,24,4,3,18,7
S2588,106,17,1,9,98,13
S2589,44,11,12,13,65,20
S2590,11,36,10,11,68,2
S2591,94,39,15,16,57,3
S2592,123,25,12,7,83,20
S2593,143,20,8,17,4,1
S2594,107,17,14,18,2,10
S2595,124,24,8,17,93,14
S2596,80,24,1,16,8,12
S2597,122,17,5,14,57,11
S2598,88,4,10,2,50,19
S2599,133,32,4,3,45,0
S2600,90,8,6,24,65,10
S2601,124,16,2,15,79,13
S2602,78,1,14,15,36,2
S2603,118,16,9,2,21,7
S2604,51,31,7,14,29,19
S2605,122,22,14,9,20,1
S2606,25,28,14,20,90,13
S2607,38,3,0,3,9,20
S2608,147,32,8,14,82,18
S2609,43,13,6,3,7,10
S2610,37,29,3,21,90,10
S2611,21,7,13,23,83,2
S2612,106,3,5,22,21,1
S2613,84,22,12,6,56,11
S2614,87,4,12,19,36,15
S2615,36,30,15,13,40,3
S2616,27,17,15,5,72,20
S2617,83,20,15,14,58,9
S2618,85,31,4,22,35,2
S2619,10,13,1,24,61,9
S2620,84,5,3,25,24,14
S2621,42,37,3,13,74,15
S2622,122,27,8,15,96,4
S2623,111,13,6,0,52,3
S2624,114,37,11,4,16,12
S2625,17,33,2,21,64,12
S2626,122,21,15,5,28,10
S2627,76,39,0,19,26,9
S2628,48,2,6,23,52,0
S2629,2,24,2,20,72,5
S2630,61,8,13,24,20,9
S2631,82,28,7,19,45,16
S2632,28,21,3,22,25,0
S2633,67,36,11,24,48,15
S2634,131,37,3,13,27,15
S2635,66,0,9,10,90,20
S2636,146,20,12,13,86,6
S2637,97,29,1,15,81,18
S2638,15,20,10,0,0,12
S2639,5,7,3,18,11,13
S2640,123,22,0,15,70,7
S2641,135,29,15,23,42,7
S2642,76,18,14,5,89,9
S2643,21,10,6,13,22,20
S2644,50,9,12,10,9,1
S2645,106,23,3,8,29,3
S2646,35,21,2,3,5,16
S2647,10,12,5,24,60,11
S2648,53,39,1,10,67,18
S2649,114,23,10,22,75,15
S2650,68,11,4,12,76,3
S2651,124,12,13,0,48,4
S2652,66,24,5,9,84,16
S2653,133,15,8,14,12,9
S2654,102,34,14,24,60,20
S2655,102,32,3,24,18,1
S2656,52,27,10,3,90,0
S2657,58,6,6,3,51,8
S2658,89,26,5,5,56,11
S2659,100,14,7,20,91,3
S2660,101,9,0,4,97,15
S2661,93,14,2,16,80,18
S2662,134,38,0,24,20,17
S2663,99,34,9,12,80,16
S2664,89,6,1,1,19,0
S2665,145,35,13,6,11,8
S2666,30,28,1,13,30,0
S2667,3,40,3,17,19,10
S2668,108,10,2,2,43,0
S2669,53,8,2,25,95,14
S2670,17,26,0,25,40,3
S2671,0,5,14,0,54,9
S2672,16,22,1,7,55,5
S2673,13,11,11,6,90,17
S2674,147,25,2,15,2,2
S2675,32,22,3,19,86,16
S2676,4,11,12,17,99,17
S2677,115,39,12,0,69,1
S2678,20,32,15,7,92,1
S2679,134,24,0,0,30,20
S2680,68,18,15,23,14,6
S2681,3,14,2,13,51,7
S2682,41,34,15,23,55,16
S2683,64,12,4,7,52,12
S2684,74,9,12,25,66,18
S2685,18,38,6,10,79,11
S2686,25,4,6,20,43,11
S2687,145,26,10,14,94,8
S2688,114,7,9,10,19,15
S2689,2,27,14,3,73,17
S2690,145,19,12,24,87,8
S2691,16,3,10,4,3,5
S2692,26,7,2,16,64,4
S2693,106,12,1,25,92,2
S2694,49,36,12,10,66,19
S2695,55,17,4,10,38,2
S2696,82,19,4,21,29,4
S2697,124,32,11,22,5,13
S2698,98,38,3,15,93,15
S2699,99,0,7,16,72,2
S2700,148,30,14,0,33,5
S2701,18,0,13,22,68,6
S2702,109,38,6,5,88,12
S2703,105,5,6,1,81,4
S2704,51,3,7,17,80,7
S2705,51,3,11,7,33,15
S2706,62,38,12,8,0,20
S2707,64,39,14,2,83,16
S2708,71,24,7,15,1,6
S2709,87,9,15,5,43,11
S2710,86,29,8,13,60,16
S2711,128,19,5,19,86,7
S2712,19,16,3,4,44,2
S2713,9,39,6,25,64,7
S2714,75,12,9,12,35,7
S2715,103,27,9,7,61,19
S2716,31,10,7,19,72,15
S2717,116,40,8,0,71,3
S2718,92,29,14,7,2,8
S2719,30,37,2,10,81,2
S2720,129,30,2,14,40,19
S2721,22,18,4,7,54,1
S2722,114,28,6,24,71,17
S2723,31,40,8,5,91,19
S2724,72,12,10,18,99,2
S2725,53,32,3,19,8,4
S2726,72,22,5,23,39,0
S2727,106,22,8,0,37,3
S2728,50,11,15,20,6,4
S2729,5,39,1,15,69,10
S2730,90,21,8,9,59,17
S2731,0,11,8,2,41,2
S2732,7,32,2,2,78,15
S2733,80,12,2,2,28,4
S2734,133,16,6,3,66,9
S2735,20,10,0,5,6,2
S2736,107,2,13,16,31,13
S2737,55,10,9,23,99,14
S2738,102,27,10,3,22,16
S2739,7,4,10,1,73,17
S2740,8,38,15,1,57,6
S2741,115,22,2,4,69,10
S2742,120,32,1,16,81,1
S2743,136,35,11,4,56,7
S2744,44,8,5,15,66,14
S2745,84,17,4,4,69,2
S2746,103,13,12,9,56,4
S2747,32,27,6,10,23,4
S2748,49,40,3,7,87,14
S2749,63,11,4,19,89,15
S2750,27,30,6,8,50,10
S2751,101,38,6,2,98,5
S2752,115,15,4,24,17,5
S2753,60,3,11,5,76,4
S2754,116,31,13,11,0,7
S2755,142,24,15,10,73,10
S2756,23,30,5,3,53,6
S2757,82,34,8,24,35,18
S2758,121,2,4,20,47,7
S2759,80,19,4,4,15,9
S2760,65,31,6,7,60,4
S2761,82,7,4,14,34,13
S2762,121,25,14,19,92,12
S2763,89,16,14,4,60,3
S2764,131,21,5,3,10,19
S2765,55,39,3,13,45,9
S2766,78,0,7,21,91,12
S2767,51,23,7,18,11,15
S2768,109,7,4,13,71,11
S2769,107,3,14,18,37,16
S2770,65,27,7,13,88,2
S2771,139,31,7,5,5,20
S2772,125,8,3,11,75,8
S2773,69,37,15,0,78,0
S2774,96,23,3,20,37,11
S2775,14,4,15,5,71,19
S2776,25,1,1,22,81,7
S2777,115,4,0,20,60,6
S2778,77,6,2,2,17,2
S2779,91,39,3,4,43,14
S2780,90,18,14,4,38,2
S2781,85,18,0,15,21,9
S2782,142,30,5,2,68,6
S2783,142,1,8,19,63,0
S2784,86,1,10,5,33,13
S2785,30,25,11,3,3,3
S2786,99,37,1,13,88,9
S2787,72,31,6,17,81,7
S2788,106,21,8,10,19,5
S2789,122,1,9,2,72,0
S2790,63,5,10,20,3,11
S2791,137,9,15,3,10,1
S2792,102,31,6,14,32,14
S2793,124,23,11,11,88,2
S2794,144,20,8,12,93,20
S2795,123,7,15,0,68,17
S2796,52,15,6,8,99,8
S2797,115,12,3,6,5,19
S2798,52,22,5,25,52,8
S2799,53,38,7,15,38,11
S2800,74,39,3,17,91,12
S2801,68,26,12,14,36,18
S2802,50,39,10,21,76,3
S2803,14,3,6,8,13,9
S2804,56,31,11,10,68,4
S2805,27,4,4,22,10,1
S2806,75,30,5,16,82,15
S2807,15,2,1,5,7,13
S2808,11,32,4,0,51,13
S2809,63,13,14,10,25,10
S2810,57,13,12,24,14,8
S2811,145,3,10,3,95,9
S2812,28,15,3,16,3,20
S2813,101,6,3,7,94,0
S2814,130,17,2,25,77,8
S2815,50,9,2,19,80,7
S2816,124,10,8,15,71,1
S2817,114,32,11,22,94,10
S2818,17,31,11,11,34,14
S2819,68,34,10,21,11,18
S2820,91,16,7,11,13,19
S2821,63,19,8,4,10,1
S2822,105,14,14,1,53,5
S2823,66,11,1,25,95,7
S2824,0,30,5,23,72,2
S2825,96,32,5,8,64,16
S2826,23,14,8,5,57,0
S2827,60,34,13,2,33,11
S2828,108,7,3,11,86,2
S2829,35,13,1,17,26,12
S2830,126,0,1,16,43,6
S2831,66,27,5,2,37,4
S2832,99,24,0,24,21,20
S2833,142,11,4,25,76,8
S2834,49,13,13,25,74,3
S2835,136,7,13,5,61,20
S2836,41,27,1,6,82,19
S2837,16,39,3,25,61,18
S2838,22,29,14,10,6,12
S2839,63,20,3,14,93,15
S2840,70,32,15,19,71,19
S2841,86,19,12,5,35,5
S2842,74,6,4,12,8,13
S2843,147,11,2,9,72,17
S2844,137,2,3,8,5,19
S2845,73,12,2,11,44,15
S2846,104,37,4,11,54,14
S2847,132,30,4,4,71,19
S2848,15,24,0,10,84,12
S2849,31,38,13,5,52,4
S2850,15,6,7,3,1,17
S2851,146,6,15,3,1,18
S2852,45,33,11,17,92,18
S2853,20,6,5,19,26,10
S2854,44,4,13,19,100,11
S2855,55,24,10,15,52,5
S2856,43,25,14,3,68,0
S2857,96,22,2,12,6,11
S2858,22,30,9,15,92,19
S2859,76,32,7,18,90,13
S2860,72,37,7,21,99,20
S2861,61,12,9,21,41,15
S2862,61,40,8,16,13,1
S2863,35,2,10,6,90,3
S2864,100,35,2,5,57,17
S2865,124,24,7,18,67,17
S2866,13,19,10,10,45,8
S2867,132,12,1,0,99,16
S2868,142,30,10,8,22,3
S2869,3,16,7,12,12,6
S2870,27,0,14,25,32,12
S2871,5,28,15,20,9,5
S2872,148,34,2,11,78,15
S2873,35,19,10,4,25,15
S2874,0,31,0,22,70,19
S2875,73,12,15,23,89,5
S2876,89,8,4,9,91,4
S2877,107,25,11,10,92,17
S2878,38,28,7,18,60,15
S2879,22,38,1,11,18,7
S2880,43,16,6,0,62,6
S2881,5,24,15,10,24,19
S2882,124,30,13,17,49,17
S2883,50,21,10,9,33,16
S2884,55,21,6,22,81,20
S2885,127,26,0,20,9,4
S2886,96,33,15,3,99,10
S2887,85,40,3,22,88,10
S2888,23,22,11,13,97,14
S2889,132,12,4,0,9,16
S2890,149,27,15,20,50,6
S2891,114,18,5,16,8,10
S2892,108,37,1,19,21,7
S2893,0,1,11,20,41,8
S2894,112,15,5,18,11,15
S2895,147,8,14,11,9,3
S2896,119,19,0,8,82,13
S2897,111,38,0,21,52,20
S2898,114,38,5,25,3,14
S2899,138,12,5,15,90,3
S2900,62,29,7,25,38,17
S2901,144,39,12,0,85,10
S2902,90,8,8,24,56,15
S2903,130,0,10,11,75,4
S2904,122,23,0,14,60,11
S2905,11,22,4,18,47,8
S2906,80,33,10,4,87,19
S2907,42,3,7,11,1,8
S2908,23,17,6,15,98,3
S2909,29,27,15,24,40,9
S2910,15,20,4,4,78,5
S2911,43,3,9,25,81,17
S2912,115,8,12,22,84,5
S2913,55,35,6,25,73,6
S2914,146,14,7,21,100,5
S2915,96,3,8,14,89,17
S2916,147,20,11,20,57,18
S2917,89,31,1,7,52,0
S2918,132,1,2,2,31,9
S2919,103,29,13,11,64,7
S2920,149,37,8,7,38,11
S2921,2,28,7,5,60,8
S2922,131,21,11,12,74,10
S2923,64,0,10,1,47,4
S2924,31,36,8,22,93,5
S2925,32,30,10,1,43,0
S2926,76,4,14,1,98,12
S2927,60,13,6,1,61,20
S2928,83,17,10,24,67,4
S2929,67,39,2,18,69,2
S2930,50,11,11,10,34,13
S2931,63,0,15,21,55,11
S2932,141,21,3,4,56,8
S2933,141,14,2,0,86,0
S2934,118,37,2,20,31,9
S2935,5,35,15,21,13,16
S2936,70,18,3,22,11,17
S2937,0,10,10,1,20,7
S2938,80,32,15,11,93,2
S2939,106,29,1,20,80,7
S2940,133,32,4,20,69,10
S2941,146,10,15,16,7,6
S2942,110,21,8,4,98,0
S2943,106,25,11,13,93,17
S2944,75,18,8,6,72,5
S2945,57,28,6,1,26,20
S2946,8,20,3,11,18,10
S2947,26,17,3,23,84,0
S2948,112,16,13,1,74,17
S2949,129,17,2,18,50,6
S2950,25,13,12,14,70,2
S2951,124,34,0,15,35,2
S2952,1,36,14,3,59,15
S2953,107,2,6,21,62,4
S2954,71,21,0,15,40,11
S2955,32,26,12,6,89,19
S2956,50,7,13,10,7,3
S2957,50,14,12,17,42,2
S2958,123,38,11,10,43,9
S2959,101,7,7,2,23,12
S2960,93,31,13,4,83,1
S2961,28,16,6,22,65,4
S2962,64,13,9,8,73,13
S2963,36,27,1,0,31,8
S2964,103,0,10,8,43,13
S2965,6,23,9,0,38,11
S2966,25,27,13,9,45,3
S2967,5,11,15,14,99,16
S2968,132,31,1,0,30,19
S2969,38,33,2,24,44,15
S2970,62,15,4,1,23,8
S2971,115,14,12,0,7,19
S2972,126,20,8,24,25,0
S2973,102,26,14,19,44,18
S2974,54,8,7,3,27,11
S2975,47,3,6,4,17,15
S2976,138,3,10,12,69,19
S2977,15,30,8,3,27,15
S2978,3,27,9,23,65,1
S2979,53,25,2,6,61,0
S2980,108,7,7,12,46,9
S2981,123,4,1,0,34,12
S2982,18,30,6,12,64,4
S2983,55,38,9,11,97,18
S2984,67,33,6,15,5,16
S2985,143,33,0,21,47,8
S2986,130,5,10,9,12,16
S2987,46,20,1,19,34,6
S2988,130,21,0,22,87,1
S2989,138,31,8,7,82,18
S2990,148,16,11,4,91,9
S2991,31,12,10,19,59,17
S2992,118,27,12,12,57,8
S2993,0,25,15,2,75,20
S2994,118,32,0,11,69,6
S2995,147,9,11,11,44,17
S2996,126,26,14,10,97,6
S2997,118,12,2,21,44,9
S2998,1,34,7,4,95,18
S2999,123,15,3,24,28,16
S3000,148,36,1,7,26,17
S3001,0,21,15,10,100,18
S3002,126,2,11,23,18,13
S3003,73,35,13,7,7,10
S3004,17,36,9,0,22,19
S3005,92,21,8,12,27,8
S3006,89,25,8,2,35,2
S3007,133,20,6,19,92,5
S3008,81,2,2,14,88,0
S3009,143,4,10,22,29,16
S3010,48,10,4,21,38,10
S3011,101,0,11,5,11,1
S3012,91,34,4,20,34,20
S3013,103,11,8,24,36,10
S3014,137,9,6,11,50,4
S3015,143,18,5,25,96,0
S3016,23,11,12,4,46,2
S3017,85,1,13,20,9,9
S3018,53,25,3,23,3,7
S3019,86,16,9,13,13,5
S3020,22,2,8,21,36,20
S3021,7,25,7,13,36,16
S3022,59,4,12,4,1,2
S3023,121,9,12,25,39,20
S3024,70,36,1,2,9,10
S3025,89,17,8,19,34,11
S3026,7,18,1,19,86,9
S3027,127,19,11,23,96,1
S3028,128,27,5,23,36,8
S3029,42,7,7,14,35,4
S3030,78,22,7,19,36,8
S3031,137,36,13,3,43,1
S3032,33,39,9,22,46,20
S3033,81,7,2,17,7,6
S3034,33,10,2,15,86,8
S3035,34,30,2,0,88,10
S3036,105,27,11,18,19,13
S3037,95,29,12,16,23,4
S3038,27,11,7,24,82,13
S3039,87,5,3,7,51,3
S3040,49,8,5,2,89,6
S3041,104,26,2,21,15,2
S3042,138,33,4,15,40,20
S3043,90,8,5,2,73,18
S3044,92,1,4,20,5,10
S3045,80,1,5,18,67,15
S3046,23,26,14,15,4,14
S3047,149,37,6,14,50,16
S3048,111,15,4,13,24,4
S3049,80,24,6,18,29,16
S3050,4,25,2,1,74,8
S3051,10,32,13,8,41,16
S3052,74,33,7,12,15,8
S3053,105,8,10,3,16,5
S3054,118,39,6,24,24,3
S3055,136,39,5,16,73,9
S3056,83,32,11,12,80,8
S3057,64,13,7,2,99,17
S3058,135,10,4,13,40,14
S3059,26,39,6,21,30,14
S3060,70,24,3,4,82,6
S3061,144,2,9,18,48,18
S3062,111,8,14,9,18,14
S3063,119,39,2,24,91,19
S3064,112,26,11,13,97,9
S3065,42,7,13,8,45,8
S3066,38,5,9,11,46,13
S3067,83,34,11,8,10,13
S3068,118,25,14,18,82,0
S3069,77,19,12,15,90,2
S3070,122,22,6,14,77,5
S3071,16,19,0,24,7,18
S3072,73,5,15,6,19,2
S3073,128,8,15,2,63,5
S3074,142,34,0,10,0,4
S3075,90,17,11,17,51,3
S3076,51,30,3,9,8,13
S3077,7,29,3,1,24,6
S3078,62,29,14,6,94,2
S3079,138,39,13,24,9,11
S3080,119,26,14,8,8,15
S3081,63,14,0,12,75,10
S3082,111,19,14,1,86,17
S3083,70,38,2,3,45,20
S3084,110,11,15,13,84,17
S3085,107,3,2,2,39,19
S3086,79,2,8,22,25,9
S3087,70,12,2,16,51,17
S3088,55,24,6,19,42,17
S3089,53,14,11,12,94,4
S3090,136,3,13,15,26,8
S3091,55,24,0,12,16,13
S3092,112,29,14,17,0,15
S3093,101,11,10,13,31,15
S3094,141,35,8,21,61,17
S3095,102,3,12,8,7,20
S3096,38,4,7,11,13,2
S3097,29,5,5,20,47,11
S3098,75,6,6,12,97,13
S3099,95,31,2,1,91,14
S3100,32,7,1,25,89,13
S3101,102,28,11,10,100,9
S3102,146,2,6,22,72,19
S3103,61,14,7,5,78,14
S3104,19,37,11,6,55,6
S3105,110,21,9,8,66,20
S3106,139,34,10,4,9,0
S3107,130,1,2,2,38,13
S3108,24,38,14,11,69,14
S3109,33,35,8,19,35,11
S3110,59,19,7,10,51,14
S3111,133,19,9,24,56,7
S3112,59,2,6,8,8,4
S3113,136,17,0,14,35,18
S3114,128,15,8,16,17,10
S3115,146,26,4,0,71,5
S3116,114,10,3,11,18,4
S3117,85,29,9,17,56,12
S3118,85,32,8,5,81,15
S3119,26,32,3,25,12,20
S3120,47,12,0,9,33,8
S3121,74,10,14,3,56,17
S3122,18,4,5,11,67,6
S3123,147,23,1,17,97,17
S3124,119,33,6,15,39,19
S3125,52,22,15,11,1,11
S3126,101,32,0,12,95,11
S3127,61,4,5,5,44,3
S3128,34,16,2,9,51,0
S3129,81,16,7,0,18,19
S3130,123,3,1,17,48,15
S3131,122,37,4,21,91,3
S3132,147,31,7,2,2,17
S3133,64,24,12,23,10,19
S3134,98,13,11,24,70,5
S3135,80,8,11,18,67,7
S3136,150,26,11,22,57,19
S3137,111,34,3,8,11,13
S3138,1,1,3,20,100,19
S3139,13,16,4,1,91,3
S3140,47,14,14,3,88,3
S3141,32,25,14,24,31,2
S3142,46,30,5,22,51,3
S3143,2,12,4,6,69,3
S3144,46,13,9,15,67,0
S3145,146,2,3,5,56,10
S3146,27,22,13,2,89,1
S3147,132,33,8,18,65,20
S3148,22,6,10,17,10,19
S3149,8,37,0,9,74,4
S3150,60,5,14,4,31,3
S3151,44,31,0,4,69,2
S3152,18,23,6,0,11,9
S3153,123,2,11,1,77,12
S3154,75,3,6,22,6,18
S3155,123,17,10,24,23,12
S3156,111,34,11,4,63,18
S3157,118,16,7,2,95,4
S3158,39,8,9,9,55,12
S3159,116,12,2,25,54,10
S3160,95,24,12,16,20,3
S3161,82,38,5,16,43,0
S3162,27,18,13,3,7,13
S3163,21,11,1,21,39,8
S3164,25,39,9,22,13,12
S3165,48,4,1,7,32,9
