student_id,age,education_level,country,course_category,course_difficulty,total_login_days,avg_session_time_min,total_study_time_min,last_login_days_ago,videos_watched,quizzes_attempted,assignments_submitted,progress_percent,final_exam_score,payment_amount,consistent_weekly_study,dropout
S1640,36,PG,UK,Science,Advanced,51,43,4940,58,53,27,14,50,44,300,0,0
S1641,19,PG,Canada,Coding,Beginner,10,50,5970,1,45,28,10,49,87,0,0,0
S1642,43,UG,UK,Science,Beginner,32,49,2878,6,125,40,8,45,49,200,1,0
S1643,24,School,Australia,Business,Advanced,96,23,1341,10,20,9,15,67,69,300,1,0
S1644,34,School,Canada,Science,Beginner,55,80,3780,47,85,3,0,81,71,100,0,0
S1645,31,PG,USA,Business,Advanced,63,36,4648,28,144,7,8,72,73,200,0,0
S1646,41,School,Canada,Science,Beginner,48,24,298,39,69,19,2,71,81,100,1,0
S1647,37,PG,UK,AI/ML,Intermediate,30,29,4627,16,58,28,6,84,76,100,0,0
S1648,45,UG,USA,Science,Advanced,63,35,3699,46,97,36,5,50,98,100,0,0
S1649,36,School,India,Science,Intermediate,25,80,2981,48,115,27,8,53,52,0,1,0
S1650,38,Diploma,Canada,Business,Advanced,33,87,2892,15,89,19,6,39,59,200,0,0
S1651,33,PG,USA,Science,Beginner,49,17,281,33,37,1,7,73,37,100,0,0
S1652,35,Diploma,India,Business,Advanced,27,16,5788,13,73,22,12,2,52,0,0,0
S1653,35,School,UK,Business,Intermediate,100,74,1332,6,119,27,8,45,31,200,1,0
S1654,33,PG,UK,Business,Beginner,82,28,2885,42,85,27,9,49,66,300,0,0
S1655,25,School,USA,AI/ML,Intermediate,100,80,2252,29,50,39,11,43,75,100,1,0
S1656,44,PG,USA,Math,Beginner,42,38,5400,39,123,34,11,73,78,0,1,1
S1657,45,School,Canada,Science,Intermediate,71,20,2469,53,145,30,13,17,67,0,1,1
S1658,40,Diploma,India,Science,Intermediate,55,57,1100,49,31,23,14,46,48,100,0,0
S1659,43,PG,India,AI/ML,Beginner,39,90,3370,2,96,19,6,12,55,300,1,0
S1660,20,UG,Canada,Science,Beginner,17,28,3115,19,62,15,2,57,34,200,0,0
S1661,31,Diploma,Canada,Business,Beginner,32,63,5136,60,139,18,8,3,36,300,1,0
S1662,35,UG,Canada,Science,Advanced,9,71,760,52,23,14,11,70,47,0,1,1
S1663,42,School,USA,Science,Advanced,95,37,3146,51,0,28,14,78,38,200,1,0
S1664,29,School,Australia,Science,Beginner,67,24,846,23,90,16,4,6,40,300,0,1
S1665,39,Diploma,Australia,Business,Beginner,16,11,4712,45,42,31,12,55,56,0,0,1
S1666,31,UG,Canada,AI/ML,Beginner,69,24,380,2,16,22,7,82,68,0,0,1
S1667,35,Diploma,India,Science,Advanced,97,15,3638,45,99,16,15,0,65,200,0,1
S1668,20,School,Canada,Math,Beginner,14,16,3639,30,38,16,12,27,69,100,0,1
S1669,38,School,UK,Science,Beginner,71,63,3869,1,104,30,6,50,52,0,0,0
S1670,27,School,India,Math,Beginner,83,48,3262,31,70,13,15,89,95,200,1,0
S1671,29,UG,USA,Science,Beginner,28,61,429,59,26,21,7,16,44,200,0,1
S1672,40,Diploma,Australia,Business,Advanced,62,76,1003,40,89,11,11,40,64,300,1,0
S1673,39,Diploma,India,Science,Beginner,54,47,1413,14,45,30,10,44,56,200,0,0
S1674,29,Diploma,Australia,Science,Intermediate,57,66,518,51,94,24,15,0,66,100,0,0
S1675,21,Diploma,UK,AI/ML,Beginner,54,58,3360,45,106,4,3,73,43,100,1,0
S1676,28,UG,USA,Coding,Advanced,11,29,3778,22,88,32,3,23,53,300,0,0
S1677,24,Diploma,Australia,Science,Intermediate,44,28,4946,54,11,37,11,78,52,300,1,0
S1678,30,School,Canada,Business,Intermediate,4,23,4223,8,4,13,2,66,36,300,1,1
S1679,37,UG,Australia,Business,Beginner,51,40,5730,4,128,27,10,64,74,0,0,0
S1680,23,Diploma,India,Science,Intermediate,30,57,5637,9,125,21,9,81,36,100,0,0
S1681,21,PG,Canada,Science,Advanced,44,18,1813,54,140,36,13,27,48,200,0,1
S1682,36,UG,Canada,Science,Beginner,90,22,3184,42,68,29,1,69,39,300,1,0
S1683,31,School,Australia,Science,Beginner,94,53,556,37,28,34,1,54,92,100,0,0
S1684,44,Diploma,Canada,Business,Beginner,11,14,1968,50,22,34,2,17,65,200,0,0
S1685,27,School,USA,Science,Advanced,95,63,4455,13,55,40,3,31,52,300,0,0
S1686,29,School,India,Science,Advanced,46,81,2078,46,132,20,6,91,47,200,0,0
S1687,33,UG,India,Science,Intermediate,95,28,1143,22,60,0,7,23,95,0,0,1
S1688,21,Diploma,Australia,Business,Advanced,9,75,4235,53,72,30,7,56,72,300,0,0
S1689,36,PG,Canada,Science,Beginner,30,23,5516,51,47,17,3,24,43,100,0,0
S1690,39,UG,USA,AI/ML,Intermediate,5,77,2592,52,95,0,10,65,33,0,0,0
S1691,23,UG,USA,Science,Beginner,49,27,1182,25,132,8,0,61,90,300,0,0
S1692,21,PG,UK,Business,Advanced,16,58,4813,19,21,24,5,16,85,300,1,0
S1693,27,Diploma,USA,Science,Beginner,96,23,1815,8,36,4,2,25,55,300,1,1
S1694,39,PG,USA,AI/ML,Beginner,5,32,4617,59,7,1,4,40,75,300,0,0
S1695,41,School,UK,Business,Intermediate,75,51,1761,7,52,3,13,91,24,200,0,0
S1696,41,PG,India,Science,Beginner,21,33,5592,51,128,11,10,56,30,0,1,0
S1697,29,School,India,Science,Intermediate,56,71,2361,32,111,10,11,49,70,0,1,0
S1698,45,PG,Australia,Coding,Advanced,37,31,2095,25,95,8,3,15,79,200,0,1
S1699,23,Diploma,Australia,Business,Intermediate,16,25,3261,54,92,21,2,13,71,0,0,0
S1700,32,PG,Australia,Business,Beginner,10,41,3164,18,146,13,4,13,65,200,0,1
S1701,26,Diploma,USA,AI/ML,Beginner,34,88,3590,8,38,17,2,19,36,200,1,0
S1702,38,Diploma,USA,AI/ML,Intermediate,22,19,1569,9,57,34,6,100,86,100,1,1
S1703,21,UG,UK,Science,Advanced,97,88,5229,28,105,2,8,45,67,200,0,0
S1704,45,Diploma,Australia,Math,Beginner,4,74,904,11,147,15,11,20,59,300,0,0
S1705,34,Diploma,Canada,Business,Advanced,8,80,4523,48,86,15,0,93,73,0,0,1
S1706,20,PG,India,Science,Intermediate,42,63,5629,3,134,39,12,25,71,100,1,0
S1707,27,School,Canada,Coding,Beginner,2,22,3916,13,49,11,13,58,60,300,0,0
S1708,24,School,UK,Science,Intermediate,37,25,2319,20,69,35,8,82,61,100,1,0
S1709,23,Diploma,Australia,AI/ML,Beginner,72,19,5964,1,26,18,12,77,95,200,0,1
S1710,19,PG,Australia,Science,Beginner,68,88,2228,13,131,33,5,73,49,300,1,0
S1711,21,UG,Australia,Science,Advanced,28,48,5271,37,58,13,13,84,85,300,1,0
S1712,18,School,Australia,Science,Intermediate,69,62,4997,27,43,0,1,70,56,300,1,0
S1713,29,UG,Canada,Science,Intermediate,53,78,3055,50,16,26,9,2,75,0,1,1
S1714,28,School,India,Science,Beginner,24,46,3248,3,31,38,3,54,33,200,1,0
S1715,24,UG,Australia,Business,Intermediate,23,27,2794,19,66,31,9,50,49,200,0,0
S1716,33,PG,Canada,Science,Advanced,32,59,547,6,78,27,12,90,29,300,0,0
S1717,33,UG,UK,Coding,Advanced,31,36,4119,3,54,32,14,39,35,200,0,0
S1718,40,UG,Canada,Business,Advanced,89,90,3994,5,63,24,13,66,34,0,0,0
S1719,39,PG,UK,Science,Beginner,28,60,2092,27,104,30,2,70,69,200,1,0
S1720,40,Diploma,Australia,Science,Beginner,12,72,4690,26,107,24,15,67,36,100,1,0
S1721,39,School,Australia,Science,Beginner,74,35,3400,60,71,19,9,64,66,0,0,0
S1722,20,UG,Canada,Science,Intermediate,87,10,5418,18,11,23,15,48,47,0,1,0
S1723,20,PG,Australia,Science,Intermediate,18,90,2421,2,70,36,9,96,71,300,0,1
S1724,20,UG,India,Science,Beginner,78,46,4778,20,115,22,1,75,35,100,0,0
S1725,29,PG,UK,Business,Intermediate,12,42,1705,28,33,3,12,78,39,200,0,0
S1726,33,Diploma,UK,Business,Advanced,89,62,1686,59,91,21,3,44,74,300,1,1
S1727,36,School,India,Business,Beginner,90,73,5982,4,132,20,4,32,38,200,1,0
S1728,33,PG,India,Science,Intermediate,57,59,2391,30,44,16,0,45,76,300,0,0
S1729,26,UG,UK,Math,Beginner,77,89,1524,32,124,17,14,27,69,100,1,1
S1730,33,PG,USA,Business,Advanced,72,30,5674,32,108,38,5,1,20,300,0,1
S1731,39,UG,Canada,Coding,Beginner,37,77,5101,37,106,22,2,47,60,100,1,0
S1732,34,School,UK,Science,Intermediate,10,65,2500,43,113,11,4,49,60,300,0,1
S1733,44,School,USA,Business,Intermediate,66,18,1878,12,7,26,11,12,42,300,1,1
S1734,35,PG,UK,AI/ML,Beginner,3,85,767,60,104,27,7,92,57,0,0,0
S1735,31,PG,USA,Coding,Advanced,69,20,1642,14,144,12,13,84,41,0,1,0
S1736,29,School,Canada,Science,Intermediate,94,59,1837,45,131,27,14,57,68,300,1,0
S1737,36,PG,UK,AI/ML,Beginner,12,68,4336,28,16,23,4,84,40,0,1,0
S1738,33,PG,USA,Science,Beginner,65,27,735,17,13,25,8,39,43,0,1,0
S1739,40,Diploma,UK,Business,Intermediate,22,11,5017,16,10,11,14,17,30,0,1,1
S1740,25,PG,Canada,AI/ML,Intermediate,15,74,3349,45,149,20,15,44,72,200,1,1
S1741,19,Diploma,UK,Science,Intermediate,62,69,3031,30,69,10,14,67,81,0,0,1
S1742,22,PG,USA,Science,Intermediate,24,72,4194,16,53,32,0,4,69,100,0,0
S1743,31,Diploma,India,AI/ML,Intermediate,53,49,4657,3,30,34,0,55,70,200,1,0
S1744,23,Diploma,India,AI/ML,Beginner,41,59,1718,20,133,22,9,15,63,0,1,1
S1745,28,PG,UK,Business,Advanced,28,77,521,2,52,16,13,26,87,100,0,0
S1746,41,Diploma,Canada,AI/ML,Intermediate,19,15,1459,7,5,37,4,50,72,100,0,0
S1747,22,UG,USA,Science,Intermediate,56,62,597,26,6,9,3,11,65,100,0,0
S1748,32,Diploma,Canada,Business,Beginner,43,56,2673,26,85,36,11,1,36,0,0,0
S1749,21,School,USA,Business,Beginner,63,45,5268,33,70,32,5,15,32,0,0,1
S1750,24,Diploma,UK,Science,Beginner,59,42,3960,7,149,23,7,6,85,200,0,0
S1751,22,UG,UK,Math,Beginner,88,15,2913,40,150,10,4,48,33,200,0,0
S1752,43,Diploma,India,Science,Beginner,100,66,2719,40,59,18,4,49,79,0,1,1
S1753,44,School,Australia,Business,Beginner,81,11,1778,22,56,38,3,99,76,100,0,1
S1754,28,UG,Australia,Science,Beginner,39,35,2412,13,10,22,10,56,73,200,0,0
S1755,27,UG,Australia,Science,Intermediate,45,82,4876,16,99,1,0,95,56,100,1,0
S1756,40,School,UK,Science,Beginner,83,66,4123,25,136,9,4,49,83,300,1,1
S1757,27,School,India,Science,Beginner,59,13,5932,6,103,14,1,29,69,200,1,0
S1758,26,School,Canada,Science,Intermediate,77,87,5264,57,15,29,2,52,75,300,0,0
S1759,43,UG,Canada,Business,Advanced,96,66,2040,10,122,5,8,15,66,300,1,0
S1760,18,School,Australia,Business,Advanced,73,50,4974,30,41,4,1,12,37,100,1,0
S1761,31,School,Australia,Business,Beginner,68,80,4834,21,117,34,5,23,92,300,0,0
S1762,40,Diploma,India,Science,Intermediate,54,11,4269,38,111,35,15,32,35,200,1,1
S1763,33,School,UK,Business,Advanced,15,76,1059,24,119,37,12,51,39,200,1,0
S1764,42,School,Canada,Business,Advanced,24,33,5360,56,80,22,8,26,71,200,1,1
S1765,42,School,UK,Coding,Advanced,76,17,2930,43,15,39,3,19,77,100,1,1
S1766,42,PG,UK,Science,Beginner,95,31,4869,18,36,13,14,81,40,100,0,0
S1767,45,School,UK,Science,Beginner,94,64,284,36,107,5,3,84,40,200,0,0
S1768,43,Diploma,Australia,Business,Beginner,71,12,2765,43,4,5,2,40,62,200,1,1
S1769,23,UG,UK,AI/ML,Intermediate,85,10,2553,31,141,17,12,69,60,200,1,0
S1770,24,School,USA,Business,Beginner,87,15,1779,40,148,40,4,80,85,200,1,0
S1771,33,Diploma,India,Science,Beginner,18,86,208,20,120,1,2,83,46,0,1,0
S1772,29,Diploma,USA,Science,Beginner,64,81,5661,20,27,11,5,30,83,300,1,0
S1773,23,Diploma,USA,Science,Beginner,61,62,599,34,132,2,1,94,54,100,0,0
S1774,33,Diploma,India,AI/ML,Beginner,1,38,575,25,29,0,0,39,43,200,0,1
S1775,22,PG,India,Science,Beginner,86,28,526,57,112,16,15,22,60,300,0,1
S1776,42,School,Canada,Science,Intermediate,29,58,2322,21,86,7,9,34,61,0,1,0
S1777,36,UG,USA,Business,Beginner,76,66,4801,48,121,36,6,88,58,300,1,0
S1778,36,Diploma,UK,AI/ML,Intermediate,5,33,245,48,109,29,5,59,69,200,0,1
S1779,19,School,Canada,AI/ML,Intermediate,74,29,3825,5,73,3,7,83,82,200,0,0
S1780,32,School,India,AI/ML,Beginner,88,61,5938,24,124,23,14,96,48,300,0,0
S1781,41,Diploma,India,Science,Beginner,97,71,662,32,32,28,5,4,39,200,1,1
S1782,40,PG,Australia,Coding,Beginner,45,50,819,51,100,6,4,65,73,100,0,0
S1783,18,School,Australia,Science,Advanced,10,67,5191,36,36,34,12,11,68,0,1,1
S1784,36,School,India,AI/ML,Beginner,73,84,885,52,83,22,3,13,67,0,1,0
S1785,28,School,India,Science,Advanced,28,76,4806,9,43,9,2,78,67,100,0,0
S1786,26,PG,USA,Science,Intermediate,42,16,4253,56,83,34,1,65,28,300,0,1
S1787,45,PG,India,Science,Beginner,44,48,2153,4,150,11,9,7,42,0,0,0
S1788,30,Diploma,UK,Science,Advanced,49,80,591,35,50,25,13,2,42,300,0,1
S1789,41,PG,UK,Coding,Advanced,65,20,4785,56,96,40,13,55,33,200,1,0
S1790,30,PG,USA,Business,Beginner,7,62,1680,57,143,14,6,99,67,100,1,0
S1791,34,UG,Australia,Science,Advanced,92,28,3570,21,10,7,10,75,35,200,1,0
S1792,39,School,USA,AI/ML,Beginner,10,40,3040,24,30,2,1,97,78,0,1,0
S1793,21,PG,India,Science,Beginner,94,65,3118,42,8,19,13,90,35,300,0,0
S1794,39,UG,Canada,Science,Intermediate,77,77,1141,13,143,28,4,14,76,0,1,0
S1795,28,Diploma,UK,Business,Intermediate,63,20,237,32,46,36,10,99,93,200,1,0
S1796,35,UG,India,Business,Advanced,22,29,2085,9,12,33,10,48,67,100,0,0
S1797,26,UG,Australia,Coding,Advanced,47,37,3038,50,72,5,15,81,63,100,1,1
S1798,36,PG,Canada,Science,Beginner,8,88,954,30,72,17,10,64,28,300,0,0
S1799,29,UG,UK,AI/ML,Beginner,82,20,3299,0,57,18,8,32,94,0,1,0
S1800,23,UG,Canada,AI/ML,Beginner,55,51,1089,31,146,6,7,74,32,100,1,0
S1801,41,School,USA,Science,Beginner,91,81,5056,13,136,5,0,50,84,300,1,1
S1802,42,School,USA,Science,Beginner,20,22,3107,4,76,16,12,68,45,200,0,0
S1803,33,Diploma,Canada,Coding,Advanced,56,86,4287,32,84,33,14,57,36,0,0,0
S1804,28,School,Australia,AI/ML,Beginner,84,83,912,11,96,29,9,93,40,100,1,1
S1805,26,PG,India,Business,Beginner,21,69,940,17,68,4,5,22,76,100,1,0
S1806,39,PG,UK,Business,Advanced,84,25,4666,14,134,34,13,48,37,0,0,0
S1807,22,School,Australia,AI/ML,Beginner,83,62,4015,45,32,16,9,9,43,0,0,1
S1808,40,School,Canada,Science,Advanced,33,13,5837,2,135,18,14,5,34,300,0,0
S1809,28,School,India,Science,Advanced,68,36,2508,8,4,38,3,40,80,0,0,0
S1810,26,School,India,Business,Advanced,60,16,5611,50,29,18,6,56,90,200,0,0
S1811,45,Diploma,India,Business,Advanced,51,88,2734,12,75,38,11,30,45,200,0,0
S1812,41,School,Australia,Science,Intermediate,66,89,1777,39,35,3,4,45,42,100,1,0
S1813,24,UG,Canada,AI/ML,Beginner,69,44,1793,38,33,36,2,61,66,200,1,0
S1814,36,Diploma,Canada,Business,Beginner,75,36,675,8,124,37,5,88,53,100,0,0
S1815,42,PG,USA,Science,Intermediate,13,54,3327,26,70,11,5,100,27,100,0,0
S1816,27,Diploma,Canada,Coding,Beginner,97,66,4559,44,88,17,11,44,66,0,1,1
S1817,20,School,Australia,Science,Advanced,45,54,2281,53,69,8,10,2,77,100,0,1
S1818,26,School,Canada,AI/ML,Beginner,45,81,3551,49,94,40,1,93,47,100,0,0
S1819,32,Diploma,UK,Math,Beginner,19,41,512,23,117,37,1,22,79,0,0,0
S1820,41,Diploma,UK,Science,Beginner,1,34,2535,0,42,15,15,55,37,100,1,0
S1821,31,Diploma,Australia,Science,Intermediate,55,29,5821,26,52,13,13,33,65,200,0,0
S1822,28,School,UK,Science,Intermediate,4,53,4850,50,95,32,4,21,37,100,0,1
S1823,40,School,USA,Math,Beginner,18,87,4657,26,0,5,1,7,51,300,1,0
S1824,25,PG,USA,Science,Beginner,4,80,5316,33,54,11,13,57,25,300,1,0
S1825,18,UG,India,AI/ML,Beginner,97,12,1701,56,113,40,1,9,75,300,0,1
S1826,28,Diploma,India,Science,Beginner,79,56,1500,43,16,31,0,89,28,300,0,0
S1827,43,UG,Australia,Science,Intermediate,21,13,985,54,142,27,9,63,81,300,1,0
S1828,32,School,Australia,Science,Beginner,60,69,4329,26,135,36,9,63,76,200,0,0
S1829,45,PG,Australia,Coding,Advanced,43,39,1494,36,30,25,4,89,57,200,1,0
S1830,26,Diploma,USA,Science,Beginner,44,33,4626,35,115,9,0,69,78,0,1,0
S1831,21,PG,Australia,Science,Beginner,29,66,2202,46,10,28,12,46,75,300,0,0
S1832,23,School,Australia,Science,Intermediate,3,68,2745,43,41,26,15,65,52,200,1,0
S1833,39,Diploma,Canada,AI/ML,Beginner,24,38,1050,17,0,26,7,36,87,200,1,0
S1834,18,UG,India,Business,Advanced,21,22,1410,18,31,10,6,51,42,200,0,0
S1835,26,Diploma,UK,Science,Beginner,14,22,3226,46,3,14,8,34,42,0,1,1
S1836,22,UG,USA,AI/ML,Intermediate,94,27,4914,41,41,29,14,24,66,100,1,1
S1837,23,UG,USA,Science,Beginner,65,87,1321,53,146,18,0,28,52,100,0,0
S1838,35,UG,USA,Science,Advanced,35,63,1647,19,65,29,3,52,47,200,1,1
S1839,33,UG,USA,Business,Intermediate,37,23,2517,31,80,36,10,0,54,300,1,0
S1840,20,Diploma,India,Business,Beginner,82,61,666,1,66,39,3,54,65,100,1,0
S1841,43,UG,Australia,Business,Advanced,99,77,5211,21,136,18,13,38,74,100,0,0
S1842,24,School,Australia,Business,Beginner,89,72,5763,38,24,24,2,68,82,0,1,0
S1843,41,School,Canada,Science,Beginner,37,53,3851,27,16,4,6,4,57,200,1,0
S1844,21,UG,India,Science,Advanced,41,47,5447,33,12,29,1,87,45,200,0,0
S1845,24,School,Australia,AI/ML,Beginner,98,80,1393,14,71,3,10,29,67,0,1,0
S1846,31,PG,USA,Coding,Beginner,44,29,4136,32,42,15,6,12,74,200,0,0
S1847,26,PG,Australia,Science,Beginner,26,21,1910,36,9,30,12,3,64,100,0,1
S1848,41,PG,India,Business,Intermediate,70,54,5030,45,3,14,1,99,41,0,0,1
S1849,39,PG,Canada,Coding,Advanced,25,18,4693,17,37,36,9,77,43,200,1,0
S1850,23,School,UK,AI/ML,Beginner,15,24,2864,28,128,25,11,57,28,300,1,0
S1851,41,Diploma,USA,AI/ML,Beginner,3,17,4841,36,30,38,12,45,77,300,0,0
S1852,40,UG,Australia,Science,Beginner,7,14,2274,40,70,1,15,40,65,0,1,0
S1853,44,School,Canada,Science,Beginner,50,46,4740,53,46,17,10,41,28,300,1,1
S1854,19,School,Canada,AI/ML,Intermediate,60,84,3418,37,73,24,8,8,66,0,0,1
S1855,39,Diploma,Canada,Science,Beginner,73,10,1263,51,65,13,7,86,66,100,0,0
S1856,44,UG,Australia,Business,Beginner,69,14,1840,18,64,4,12,94,64,100,1,0
S1857,26,PG,India,AI/ML,Beginner,35,71,1547,44,35,24,7,16,59,100,0,1
S1858,41,PG,India,Science,Advanced,32,63,4812,58,110,21,9,59,78,300,0,0
S1859,32,PG,Australia,Business,Advanced,99,49,5924,17,21,13,13,75,57,0,1,0
S1860,42,Diploma,Australia,Science,Intermediate,94,56,5921,33,21,19,8,10,47,200,1,1
S1861,32,PG,Canada,Business,Advanced,24,85,332,15,39,23,0,77,66,0,0,0
S1862,18,School,UK,Business,Advanced,86,39,4285,13,61,11,8,36,45,100,0,0
S1863,35,Diploma,India,Science,Intermediate,15,86,4826,34,88,1,12,52,91,200,1,0
S1864,27,Diploma,USA,AI/ML,Intermediate,57,29,2163,44,67,38,9,32,43,300,0,1
S1865,44,School,Australia,Science,Beginner,85,86,453,0,144,1,0,93,67,300,0,0
S1866,45,Diploma,Canada,Science,Beginner,41,15,4884,5,122,5,1,1,58,100,0,0
S1867,44,School,UK,Science,Beginner,20,39,1516,10,85,24,1,60,40,0,1,0
S1868,36,PG,India,Science,Beginner,19,42,4667,3,4,23,9,13,79,200,0,1
S1869,29,PG,Australia,Science,Beginner,86,25,2500,51,114,18,1,93,59,0,1,1
S1870,40,PG,USA,Science,Beginner,78,66,3343,30,140,18,1,40,59,300,1,1
S1871,27,UG,India,Science,Advanced,58,84,2286,12,81,37,7,52,48,300,1,0
S1872,38,PG,Canada,Science,Advanced,13,82,5970,43,141,8,7,29,48,0,0,1
S1873,22,UG,USA,Business,Advanced,40,46,2964,55,64,21,6,49,59,300,1,0
S1874,43,Diploma,Australia,Business,Intermediate,58,65,3105,20,126,32,5,1,49,100,0,0
S1875,35,School,Canada,Science,Intermediate,35,62,1220,5,51,23,11,79,94,100,1,0
S1876,37,UG,UK,Business,Intermediate,6,37,1033,46,110,4,6,15,40,100,1,1
S1877,37,School,Australia,Science,Advanced,26,41,5754,7,140,15,3,67,97,100,0,0
S1878,19,UG,Canada,Science,Advanced,8,86,4588,51,54,0,0,85,80,0,1,1
S1879,28,School,UK,Science,Beginner,13,62,1538,40,49,2,0,23,64,100,0,0
S1880,33,PG,Australia,AI/ML,Intermediate,90,86,3522,20,111,12,4,0,73,0,1,0
S1881,24,PG,Australia,Science,Beginner,49,57,1817,27,13,24,7,77,76,0,0,0
S1882,41,UG,UK,Business,Intermediate,7,73,3068,10,146,31,0,76,55,300,1,0
S1883,37,Diploma,Canada,Business,Advanced,89,69,5641,9,32,31,15,40,33,100,1,0
S1884,32,Diploma,USA,Coding,Advanced,75,69,273,54,141,38,2,73,32,0,1,0
S1885,40,Diploma,Canada,Business,Intermediate,31,61,4593,36,42,5,10,41,73,0,0,0
S1886,19,UG,Canada,Science,Beginner,100,84,3717,57,61,7,4,95,79,0,0,0
S1887,18,UG,India,Business,Beginner,60,21,2669,52,69,0,9,23,48,200,1,1
S1888,43,UG,UK,Business,Intermediate,27,80,1737,7,141,16,9,3,86,300,0,1
S1889,41,UG,Canada,Science,Beginner,67,81,3563,34,14,10,8,56,68,200,1,0
S1890,24,Diploma,India,Science,Beginner,32,35,353,19,124,13,4,49,81,100,0,0
S1891,23,Diploma,India,Science,Beginner,44,79,3843,16,66,3,11,19,75,100,1,0
S1892,33,Diploma,Australia,Science,Advanced,99,23,3788,21,31,40,0,87,72,300,1,0
S1893,31,Diploma,USA,Coding,Advanced,33,50,2124,37,83,34,3,33,34,300,1,0
S1894,24,UG,USA,Science,Beginner,36,17,2099,18,37,5,14,18,31,300,0,0
S1895,45,Diploma,India,Coding,Advanced,18,34,2061,0,111,18,4,85,62,0,1,0
S1896,30,Diploma,Canada,Science,Advanced,99,60,4205,32,93,12,6,22,78,100,1,1
S1897,18,School,Canada,Coding,Advanced,73,90,2567,8,49,17,6,83,71,100,0,0
S1898,36,School,UK,AI/ML,Intermediate,24,61,1323,35,90,27,9,4,45,200,1,1
S1899,18,PG,UK,Science,Advanced,55,64,3525,27,55,14,6,8,86,100,0,0
S1900,41,Diploma,USA,Science,Intermediate,4,69,1626,22,48,27,11,19,81,300,1,1
S1901,22,PG,Canada,Business,Advanced,72,14,5417,26,69,8,11,44,68,200,1,0
S1902,37,Diploma,UK,Business,Advanced,88,33,1614,3,45,17,15,10,70,0,0,0
S1903,31,School,India,Science,Intermediate,12,75,2766,29,7,16,4,49,89,100,0,1
S1904,43,PG,UK,Coding,Advanced,41,88,2456,9,149,4,1,54,60,300,1,0
S1905,29,PG,Canada,Science,Beginner,21,86,2671,45,35,2,7,48,85,100,1,1
S1906,42,School,UK,Coding,Beginner,81,87,5886,57,139,11,12,93,48,300,1,0
S1907,27,Diploma,USA,Coding,Advanced,29,20,5772,53,28,34,5,6,62,0,0,1
S1908,25,School,USA,Science,Advanced,62,39,3334,48,19,0,8,86,78,200,0,0
S1909,29,School,India,Science,Beginner,58,15,1588,29,18,5,12,68,32,300,0,0
S1910,33,PG,India,Coding,Advanced,40,18,3431,3,10,19,5,49,61,100,0,1
S1911,34,UG,Australia,Science,Beginner,13,90,5526,36,88,34,6,31,75,0,0,1
S1912,23,UG,Australia,Science,Beginner,9,70,5055,34,104,36,13,85,43,200,1,1
S1913,42,School,India,Science,Beginner,25,87,1980,4,61,8,10,22,39,300,0,0
S1914,20,Diploma,USA,Science,Beginner,84,40,5099,57,82,18,15,71,74,200,0,1
S1915,42,Diploma,Australia,AI/ML,Intermediate,87,71,1312,52,12,9,0,91,79,0,1,0
S1916,28,PG,Australia,Science,Beginner,87,17,5101,50,90,11,6,27,81,300,1,1
S1917,32,UG,Australia,Business,Beginner,29,38,3359,39,65,23,0,30,57,100,1,1
S1918,18,UG,USA,AI/ML,Intermediate,83,55,5061,42,134,7,11,88,30,100,1,0
S1919,34,PG,UK,Science,Beginner,46,16,4084,36,90,11,14,89,96,100,0,0
S1920,18,UG,UK,Business,Advanced,89,53,2170,26,127,40,9,14,72,0,1,0
S1921,41,Diploma,India,Coding,Advanced,92,78,4967,30,1,34,8,66,87,0,0,0
S1922,34,UG,Australia,Science,Intermediate,90,41,2093,37,2,18,5,29,28,100,1,1
S1923,33,School,USA,AI/ML,Beginner,13,43,3528,6,60,18,1,48,95,300,1,0
S1924,23,PG,UK,AI/ML,Beginner,93,87,2510,47,100,9,6,0,88,0,0,1
S1925,28,Diploma,Canada,Coding,Beginner,55,49,2295,23,135,24,12,30,79,0,1,0
S1926,40,UG,Canada,Business,Intermediate,69,60,4792,2,78,30,3,1,84,100,0,0
S1927,19,PG,India,Science,Advanced,83,10,591,13,39,22,1,20,80,300,1,1
S1928,45,Diploma,UK,Math,Beginner,18,50,2483,15,13,19,8,69,91,300,1,0
S1929,40,PG,USA,Science,Advanced,2,86,920,46,21,28,9,19,40,300,1,0
S1930,20,School,Canada,Science,Intermediate,41,72,4417,39,114,17,5,54,81,0,0,0
S1931,36,UG,UK,Science,Beginner,99,22,4555,40,99,28,2,59,64,200,1,0
S1932,31,School,Canada,Science,Beginner,51,48,358,23,109,38,13,99,54,200,1,0
S1933,23,School,Canada,Science,Advanced,66,79,1935,2,87,34,13,99,43,200,1,0
S1934,32,School,USA,Coding,Advanced,2,49,1665,49,129,12,9,56,78,0,1,1
S1935,36,School,UK,Business,Intermediate,76,17,3795,6,83,9,8,6,50,100,1,0
S1936,38,PG,India,AI/ML,Beginner,8,42,1207,5,106,17,4,77,40,200,1,0
S1937,23,UG,India,Business,Beginner,100,34,1486,57,74,12,6,68,54,300,1,1
S1938,35,PG,Canada,Science,Intermediate,55,36,5468,18,22,13,10,37,51,100,0,1
S1939,31,School,UK,AI/ML,Beginner,73,70,2470,53,98,25,3,2,44,0,1,1
S1940,36,PG,USA,Science,Intermediate,23,44,3069,39,108,35,15,75,62,300,1,0
